id,numero,tema,pregunta,A,B,C,respuesta,archivo,requiere_figura
PREG202411060369,5371,METEOROLOGÍA,5371.- ¿Qué característica se asocia normalmente a la fase de cúmulo de una tormenta eléctrica?,Nube de rollos.,Corriente ascendente continua.,Comienza a llover en la superficie.,B,DownloadBalotario (2).pdf,False
PREG202411060370,5372,METEOROLOGÍA,"5372.- Durante el ciclo de vida de una tormenta eléctrica, ¿Qué etapa se caracteriza predominante por las corrientes descendentes?",Madurez.,Cúmulo.,Disipación.,C,DownloadBalotario (2).pdf,False
PREG202411060371,5373,METEOROLOGÍA,5373.- ¿Qué distancia mínima debe existir entre los ecos intensos del radar antes de intentar volar entre estas tormentas?,20 millas.,30 millas.,40 millas.,C,DownloadBalotario (2).pdf,False
PREG202411060372,5373.1,METEOROLOGÍA,"5373.1- Las tormentas eléctricas identificadas como severas o que dan un eco de radar intenso, ¿A qué distancia deben evitarse?",5 millas.,Al menos 25 millas.,Al menos 20 millas.,C,DownloadBalotario (2).pdf,False
PREG202411060373,5373.2,METEOROLOGÍA,5373.2- Las mayores amenazas para una aeronave que opera en la proximidad de tormentas eléctricas son:,truenos y fuertes lluvias.,granizos y las turbulencias.,precipitación estática y baja visibilidad.,B,DownloadBalotario (2).pdf,False
PREG202411060374,5373.3,METEOROLOGÍA,"5373.3- Usted está evitando una tormenta eléctrica que se encuentra en su trayectoria de vuelo. Está a más de 20 millas de la célula; sin embargo, está bajo el yunque de la célula. ¿Es esto un peligro?","No, la distancia a la célula es segura.","Sí, el granizo puede ser descargado desde el yunque.","Sí, la distancia está aún en el área de disipación.",B,DownloadBalotario (2).pdf,False
PREG202411060375,5374,METEOROLOGÍA,5374.- ¿Qué peligro en vuelo se asocia más comúnmente con los frentes cálidos?,Niebla de advección.,Niebla de radiación.,Niebla inducida por la precipitación.,C,DownloadBalotario (2).pdf,False
PREG202411060376,5375,METEOROLOGÍA,5375.- ¿Cuál de las siguientes afirmaciones es cierta en relación con el uso del radar meteorológico aerotransportado para el reconocimiento de determinadas condiciones meteorológicas?,El radar no ofrece ninguna garantía de evitar las condiciones meteorológicas.,La evasión del granizo está asegurada cuando se vuela entre los ecos más intensos y apenas se aleja de ellos.,La zona despejada entre los ecos intensos indica que se puede mantener la visión de las tormentas cuando se vuela entre los ecos.,A,DownloadBalotario (2).pdf,False
PREG202411060377,5376,METEOROLOGÍA,5376.- La situación más propicia para la formación de niebla de advección es:,una ligera brisa que desplaza el aire frio sobre la superficie del agua.,una masa de aire que se desplaza hacia el interior desde la costa durante el invierno.,una masa de aire cálido y húmedo que se asienta sobre una superficie fría en condiciones de ausencia de viento.,B,DownloadBalotario (2).pdf,False
PREG202411060378,5377,METEOROLOGÍA,5377.- La niebla de advección se ha desplazado sobre un aeropuerto costero durante el día. ¿Qué puede tender a disipar o elevar esta niebla en nubes bajas?,Enfriamiento nocturno.,Radiación superficial.,Viento de 15 nudos o más fuerte.,C,DownloadBalotario (2).pdf,False
PREG202411060379,5378,METEOROLOGÍA,5378.- ¿Qué levanta la niebla de advección en las nubes bajas?,Enfriamiento nocturno.,La sequedad de la masa terrestre subyacente.,Vientos en superficie de aproximadamente 15 nudos o más fuertes.,C,DownloadBalotario (2).pdf,False
PREG202411060380,5379,METEOROLOGÍA,"5379.- ¿En qué se diferencian la niebla de advección, la niebla de radiación y la niebla de vapor en su formación o ubicación?",La niebla por radiación se limita a las zonas terrestres; la niebla por advección es más común en las zonas costeras; la niebla de vapor se forma sobre una superficie de agua.,La niebla por advección se profundiza a medida que aumenta la velocidad del viento hasta 20 nudos; la niebla de vapor requiere un viento en calma o muy ligero; la niebla por radiación se forma cuando el suelo o el agua enfrían el aire por radiación.,La niebla de vapor se forma a partir del aire húmedo que se desplaza sobre una superficie más fría; la niebla de advección requiere aire frío sobre una superficie más cálida; la niebla de radiación se produce por el enfriamiento radial del suelo.,A,DownloadBalotario (2).pdf,False
PREG202411060381,5380,METEOROLOGÍA,"5380.- Con respecto a la niebla de advección, ¿qué afirmación es cierta?",Se desarrolla lentamente y se disipa con bastante rapidez.,Se forma casi exclusivamente por la noche o cerca del amanecer.,"Puede aparecer repentinamente durante el día o la noche, y es más persistente que la niebla de radiación.",C,DownloadBalotario (2).pdf,False
PREG202411060382,5381,METEOROLOGÍA,5381.- ¿Qué característica está asociada a la tropopausa?,Altura constante sobre la tierra.,Cambio abrupto en el gradiente térmico vertical.,Límite superior absoluto de formación de nubes.,B,DownloadBalotario (2).pdf,False
PREG202411060383,5382,METEOROLOGÍA,5382.- Un lugar común de turbulencia de aire claro es:,en una vaguada superior en el lado polar de una corriente en chorro.,cerca de una cresta en la parte ecuatorial de un flujo de alta presión.,al sur de una cresta de alta presión orientada al este/oeste en su fase de disipación.,A,DownloadBalotario (2).pdf,False
PREG202411060384,5383,METEOROLOGÍA,5383.- La corriente en chorro y las turbulencias de aire claro asociadas pueden identificarse a veces visualmente en vuelo por:,polvo o neblina a nivel de vuelo.,largas vetas de nubes cirrus.,una temperatura constante del aire exterior.,B,DownloadBalotario (2).pdf,False
PREG202411060385,5384,METEOROLOGÍA,"5384.- Durante los meses de invierno en las latitudes medias, la corriente de chorro se desplaza hacia el:",norte y la velocidad disminuye.,sur y la velocidad incrementa.,norte y la velocidad incrementa.,B,DownloadBalotario (2).pdf,False
PREG202411060386,5385,METEOROLOGÍA,5385.- La fuerza y la ubicación de la corriente en chorro es normalmente:,más débil y más al norte en el verano.,más fuerte y más al norte en el invierno.,más fuerte y más al norte en el verano.,A,DownloadBalotario (2).pdf,False
PREG202411060387,5393,METEOROLOGÍA,5393.- La condición más favorable para la formación de ondas de montaña son una capa de:,aire estable en la altura de la montaña y un viento de al menos 20 nudos soplando a través de la cresta.,aire inestable a la altura de la montaña y un viento de al menos 20 nudos soplando a través de la cresta.,aire húmedo e inestable en la altura de la montaña y un viento de menos de 5 nudos a través de la cresta.,A,DownloadBalotario (2).pdf,False
PREG202411060388,5447,METEOROLOGÍA,5447.- ¿Qué tipo de corriente en chorro puede provocar mayores turbulencias?,Una corriente en chorro recta asociada a una caída de presión.,Una corriente en chorro curvada asociada a una caída de presión.,Una corriente en chorro que se produce durante el verano en las latitudes más bajas.,B,DownloadBalotario (2).pdf,False
PREG202411060389,5448,METEOROLOGÍA,5448.- Se puede esperar una fuerte cizalladura del viento cuando:,"en el frente de la corriente de chorro, por encima de un núcleo que tiene una velocidad de 60 a 90 nudos.",si las isotermas de 5 °C están espaciadas entre 7° y 10° de altitud.,"en el lado de baja presión de un núcleo de chorro, donde la velocidad en el núcleo es más fuerte que 110 nudos.",C,DownloadBalotario (2).pdf,False
PREG202411060390,5449,METEOROLOGÍA,5449.- El Sistema de Alerta de Cizalladura del Viento de Bajo Nivel (LLWAS) proporciona datos de viento y proceso de software para detectar la presencia de:,una columna de aire en rotación que se extiende desde un cumulonimbo.,un cambio en la dirección y/o velocidad del viento en una distancia muy corta por encima del aeropuerto.,el movimiento descendente del aire asociado a los vientos continuos que soplan con componente este debido a la rotación de la tierra.,B,DownloadBalotario (2).pdf,False
PREG202411060391,5739,METEOROLOGÍA,5739.- El hielo que cubre la superficie superior del ala de un avión suele provocar:,que el avión entre en pérdida con un ángulo de ataque superior al normal.,que el avión entre en perdida con un ángulo de ataque inferior al normal.,factores de resistencia aerodinámica tan grandes que no se puede obtener suficiente velocidad para el despegue.,B,DownloadBalotario (2).pdf,False
PREG202411060392,5971,METEOROLOGÍA,"5971.- Durante un vuelo IFR a campo traviesa, usted ha recogido hielo en el borde de ataque de las alas de un grosor estimado de 1/2"". Ahora está por debajo de las nubes a 2000 pies AGL y se está acercando a su aeropuerto de destino bajo VFR. La visibilidad bajo las nubes es de más de 10 millas, los vientos en el aeropuerto de destino son de 8 nudos a lo largo de la pista y la temperatura de la superficie es de 3 grados Celsius. Usted decide:",utilizar una velocidad de aproximación y aterrizaje más rápida de lo normal.,realizar la aproximación y aterrizaje con una velocidad normal ya que el hielo no es lo suficientemente grueso como para tener un efecto notable.,hacer la aproximación más despacio de lo normal para disminuir el efecto de ³ Enfriamiento por el viento ´ y romper el hielo.,A,DownloadBalotario (2).pdf,False
PREG202411060393,5991,METEOROLOGÍA,"5991.- Hay un sistema de alta presión que se encuentra al sur de su ruta planificada en el hemisferio norte en un vuelo de oeste a este a campo traviesa. Para aprovechar los vientos favorables, usted planificaría su ruta:",en el lado norte de la zona de alta presión.,en el lado sur de la zona de alta presión.,a través del centro de la zona de alta presión.,A,DownloadBalotario (2).pdf,False
PREG202411060503,5062,NAVEGACIÓN,5062.- ¿Cuál es el máximo error de marcación (+ o -) permitido para una comprobación operativa del equipo VOR cuando se utiliza una señal de prueba en tierra aprobada?,4 grados.,6 grados.,8 grados.,A,DownloadBalotario (3).pdf,False
PREG202411060504,5122.2,NAVEGACIÓN,"5122.2.- ¿Qué datos debe anotar en la bitácora de la aeronave o en otro registro, el piloto que realiza una comprobación operativa del VOR para operaciones IFR?","Nombre o identificación del VOR, lugar de la comprobación operativa, importe del error de marcación y fecha de la comprobación.","Fecha del chequeo, lugar del chequeo operacional, error de marcación y firma.","Nombre o identificación del VOR, importe del error de porte, fecha del chequeo y firma.",B,DownloadBalotario (3).pdf,False
PREG202411060505,5122.3,NAVEGACIÓN,"5122.3.- Cuando se navega RNAV basado en los sensores VOR/DME, la selección de un VOR que no tiene servicio DME:",provocará la pérdida de la capacidad RNAV.,no afecta la capacidad de navegación.,no afecta a la navegación siempre que el GPS funcione adecuadamente.,A,DownloadBalotario (3).pdf,False
PREG202411060506,5306,NAVEGACIÓN,"5306 .- A partir de los siguientes datos indique un valor aproximado para la altitud por densidad: Altitud de presión 12,000 pies Temperatura real del aire + 50° F","11,900 pies.","14,130 pies.","18,150 pies.",B,DownloadBalotario (3).pdf,False
PREG202411060507,5307,NAVEGACIÓN,5307 .- A partir de los siguientes datos indique un valor aproximado para la altitud por densidad: Altitud de presión 5.000 pies Temperatura real del aire + 30° C,"7,200 pies.","7,800 pies.","9,000 pies.",B,DownloadBalotario (3).pdf,False
PREG202411060508,5308,NAVEGACIÓN,"5308 .- A partir de los siguientes datos indique un valor aproximado para la altitud por densidad: Altitud de presión 6,000 pies Temperatura real del aire + 30° F","9,000 pies.","5,500 pies.","5,000 pies.",B,DownloadBalotario (3).pdf,False
PREG202411060509,5309,NAVEGACIÓN,"5309 .- A partir de los siguientes datos indique un valor aproximado para la altitud por densidad: Altitud de presión 7,000 pies Temperatura real del aire (TAT) + 15° C","5,000 pies.","8,500 pies.","9,500 pies.",B,DownloadBalotario (3).pdf,False
PREG202411060510,5466,NAVEGACIÓN,"5466 .- Una aeronave desciende a un aeropuerto con las siguientes condiciones: Altitud de crucero 6.500 pies Elevación del aeropuerto 700 pies Desciende a 800 pies AGL Velocidad de descenso 500 ft/min Velocidad promedio real 110 nudos Curso verdadero 335° Velocidad promedio del viento 060° a 15 nudos Variación 3° W Desviación + 2° Consumo medio de combustible 8.5 gal/h Determine el tiempo aproximado de descenso, el rumbo de la brújula (CH), la distancia y el combustible consumido durante el descenso:","10 minutos, 348°, 18 NM, 1.4 galones.","10 minutos, 355°, 17 NM, 2.4 galones.","12 minutos, 346°, 18 NM, 1.6 galones.",A,DownloadBalotario (3).pdf,False
PREG202411060511,5467,NAVEGACIÓN,"5467 .- Una aeronave desciende a un aeropuerto con las siguientes condiciones: Altitud de crucero 7.500 pies Elevación del aeropuerto 1.300 pies Desciende a 800 pies AGL Velocidad de descenso 300 ft/min Velocidad promedio real 120 nudos. Curso verdadero 165° Velocidad promedio del viento 240° a 20 nudos. Variación 4° E Desviación - 2° Consumo medio de combustible 9.6 gal/h Determine el tiempo aproximado de descenso, el rumbo de la brújula (CH), la distancia y el combustible consumido durante el descenso:","16 minutos, 168°, 30 NM, 2.9 galones.","18 minutos, 164°, 34 NM, 3.2 galones.","18 minutos, 168°, 34 NM, 2.9 galones.",C,DownloadBalotario (3).pdf,False
PREG202411060512,5468,NAVEGACIÓN,"5468 .- Una aeronave desciende a un aeropuerto con las siguientes condiciones: Altitud de crucero 10.500 pies Elevación del aeropuerto 1.700 pies Desciende a 1.000 pies AGL Velocidad de descenso 600 ft/min Velocidad promedio real 135 Nudos. Curso verdadero 263° Velocidad promedio del viento 330° a 30 Nudos. Variación 7° E Desviación + 3° Consumo medio de combustible 11.5 gal/h Determine el tiempo aproximado de descenso, el rumbo de la brújula (CH), la distancia y el combustible consumido durante el descenso:","9 minutos, 274°, 26 NM, 2.8 galones.","13 minutos, 274°, 28 NM, 2.5 galones.","13 minutos, 271°, 26 NM, 2.5 galones.",C,DownloadBalotario (3).pdf,False
PREG202411060513,5469,NAVEGACIÓN,"5469.- Si el consumo de combustible es de 80 libras por hora y la velocidad con respecto al suelo es de 180 nudos, ¿Cuánto combustible se necesita para que la aeronave recorra 460 NM?",205 libras.,212 libras.,460 libras.,A,DownloadBalotario (3).pdf,False
